 pm25, pm10, o3, no2, so2, co,AQI
 ,76, , ,9,5,76
 ,82, , ,11,5,82
 ,108, , ,8,5,108
 ,56, , ,5,13,56
 ,42, , ,11,6,42
 ,59, , ,10,8,59
 ,136, , ,7,9,136
 ,67, , ,6,9,67
 ,61, , ,5,7,61
 ,56, , ,8,8,56
 ,75, , ,9,13,75
 ,59, , ,5,8,59
 ,37, , ,9,6,37
 ,28, , ,9,7,28
 ,57, , ,6,8,57
 ,28, , ,8,8,28
 ,53, , ,6,7,53
 ,51, , ,6,7,51
 ,56, , ,6,11,56
 ,47, , ,7,10,47
 ,50, , ,4,6,50
 ,70, , ,3,10,70
 ,55, , ,4,15,55
 ,62, , ,3,14,62
 ,51, , ,3,6,51
 ,65, , ,3,7,65
 ,94, , ,5,11,94
 ,67, , ,6,8,67
 ,54, , ,6,10,54
 ,48, , ,6,8,48
 ,42, , ,5,9,42
 ,108, , ,4,11,108
 ,42, , ,4,10,42
 ,74, , ,5,13,74
 ,90, , ,5,8,90
 ,30, , ,4,8,30
 ,62, , ,3,11,62
 ,125, , ,4,10,125
 ,69, , ,4,10,69
 ,60, , ,3,7,60
 ,50, , ,4,13,50
 ,54, , ,4,16,54
 ,45, , ,4,12,45
 ,69, , ,4,9,69
 ,101, , ,3,6,101
 ,88, , ,4,6,88
 ,71, , ,4,5,71
 ,45, , ,25,6,45
 ,32, , ,37,5,37
 ,29, , ,4,6,29
 ,126, , ,7,8,126
 ,137, , ,6,9,137
 ,175, , ,5,5,175
 ,89, , ,7,4,89
 ,114, , ,6,7,114
 ,91, , ,6,6,91
 ,80, , ,18,5,80
 ,95, , ,26,5,95
 ,71, , , , ,71
 ,105, ,13, ,10,105
 ,83, ,15, ,6,83
 ,69, ,18, ,6,69
 ,69, ,21, ,9,69
 ,88, ,20, ,13,88
 ,113, ,26, ,10,113
 ,77, ,25, ,6,77
 ,57, ,27, ,6,57
 ,13, ,26, ,5,26
 ,21, ,27, ,5,27
 ,24, ,27, ,9,27
 ,106, ,30, ,10,106
 ,81, ,54, ,12,81
 ,97, ,55, ,15,97
 ,116, ,54, ,9,116
 ,112, ,55, ,13,112
 ,99, ,47,4,9,99
 ,90, ,36,5,12,90
 ,90, ,36,6,12,90
 ,110, ,36,5,9,110
 ,92, ,35,6,6,92
 ,75, ,35,6,11,75
 ,94, ,35,6,3,94
 ,81, ,35,5,9,81
 ,80, ,36,5,6,80
 ,79, ,36,6,5,79
 ,62, ,35,6,3,62
 ,48, ,37,5,4,48
 ,43, ,36,5,9,43
 ,58, ,27,5,6,58
 ,55, ,27,5,9,55
 ,96, ,27,6,7,96
 ,96, ,26,5,7,96
 ,91, ,29,4,8,91
 ,96, ,31,4,7,96
 ,93, ,31,5,8,93
 ,97, , ,6,10,97
 ,95, , ,5,7,95
 ,94, , ,24,5,94
 ,75, , ,30,7,75
 ,103, , ,8,10,103
 ,102, , ,6,12,102
 ,158, , ,7,11,158
 ,121, , ,3,9,121
 ,116, , ,5,1,116
 ,80, , , , ,80
 ,177, , ,5,7,177
 ,108, , ,5,10,108
 ,110, , ,26,10,110
 ,100, , ,40,14,100
 ,121, , ,2,16,121
 ,149, , , , ,149
 ,98, , ,5,5,98
 ,74, , ,5,8,74
 ,74, , ,6,8,74
 ,69, , ,7,6,69
 ,89, , ,3,5,89
 ,136, , , ,10,136
 ,96, , ,4,6,96
 ,97, , ,6,11,97
 ,123, , ,7,11,123
 ,135, , ,4,10,135
 ,133, , ,4,10,133
 ,122, , ,4,11,122
 ,121, , ,4,12,121
 ,130, , ,4,11,130
 ,124, , ,4,17,124
 ,125, , , , ,125
 ,100, , ,37,6,100
 ,88, , ,3,9,88
 ,101, , ,5,7,101
 ,52, , ,7,6,52
 ,59, , ,5,11,59
 ,100, , ,4,15,100
 ,124, , ,4,11,124
 ,132, , ,3,8,132
 ,123, , ,3,9,123
 ,111, , ,4,12,111
 ,126, , ,4,10,126
 ,115, , ,7,8,115
 ,118, , ,6,8,118
 ,109, , ,4,11,109
 ,116, , ,3,7,116
 ,137, , , , ,137
 ,90, ,27,6,6,90
 ,87, ,27,6,2,87
 ,56, ,28,6,9,56
 ,76, ,26,6,5,76
 ,84, ,27,6,8,84
 ,123, ,28,13,6,123
 ,74, ,27,29,5,74
 ,48, ,26,6,3,48
 ,97, ,27,5,5,97
 ,62, ,27,6,8,62
 ,69, ,27,7,6,69
 ,65, ,27,7,5,65
 ,59, ,27,7,4,59
 ,59, ,26,7,7,59
 ,33, ,20,8,2,33
 ,21, ,14,8,6,21
 ,51, ,13,8,10,51
 ,50, ,13,8,7,50
 ,59, ,13,8,10,59
 ,92, ,13,7,3,92
 ,31, ,13,17,3,31
 ,30, ,13,19,7,30
 ,54, ,14,7,5,54
 ,72, ,15,7,11,72
 ,89, ,15,7,4,89
 ,85, ,14,7,8,85
 ,73, ,13,7,8,73
 ,103, ,15,6,8,103
 ,71, ,14,8,7,71
 ,124, ,13,7,7,124
 ,98, ,13,6,2,98
 ,96, ,13,6,9,96
 ,66, ,13,5,7,66
 ,97, ,14,6,7,97
 ,116, ,13,6,7,116
 ,104, ,13,5,6,104
 ,78, ,13,6,4,78
 ,43, ,13,6,7,43
 ,58, ,14,6,8,58
 ,68, ,13,7,10,68
 ,91, ,17,7,6,91
 ,75, ,17,7,6,75
 ,78, ,17,26,6,78
 ,59, ,16,8,4,59
 ,42, ,15,7,3,42
 ,32, ,13,7,8,32
 ,43, ,13,8,7,43
 ,64, ,13,9,4,64
 ,73, ,13,8,4,73
 ,3, ,13,7,3,13
 ,5, ,13,8,6,13
 ,29, ,13, ,4,29
 ,13, ,12, ,6,13
 ,27, ,13, ,13,27
 ,59, ,13, ,5,59
 ,37, ,15, ,8,37
 ,49, ,18, ,7,49
 ,58, ,18, ,7,58
 ,60, ,18, ,7,60
 ,68, ,15, ,6,68
 ,63, ,13, ,6,63
 ,46, ,13, ,9,46
 ,63, ,13, ,8,63
 ,71, ,13, ,10,71
 ,76, ,13, ,4,76
 ,65, ,13, ,5,65
 ,28, ,13, ,4,28
 ,24, ,13, ,6,24
 ,43, ,13, ,4,43
 ,49, ,13, ,7,49
 ,84, ,13, ,8,84
 ,75, ,13, ,14,75
 ,70, ,13, ,7,70
 ,65, ,13, ,8,65
 ,81, ,13, ,6,81
 ,76, ,12, ,16,76
 ,90, ,13, ,3,90
 ,84, ,29,4,5,84
 ,79, ,31,8,6,79
 ,124, ,31,6,4,124
 ,116, ,30,6,5,116
 ,81,4,29,5,6,81
 ,83,6,29,5,5,83
 ,111,10,30,5,6,111
 ,105,6,31,6,8,105
 ,134,15,31,27,5,134
 ,109,19,32,6,6,109
 ,105,24,30,6,9,105
 ,124,24,30,5,6,124
 ,117,32,30,7,6,117
 ,123,30,29,6,5,123
 ,120,31,29,7,5,120
 ,200,20,29,6,5,200
 ,119,14,26,6,2,119
 ,89,17,29,6,4,89
 ,112, ,24,7,4,112
 ,121, ,27,7,4,121
 ,98, ,27,6,7,98
 ,132, , , , ,132
 ,231, , , , ,231
 ,72, ,28,5,5,72
 ,66, ,27,6,8,66
 ,119, ,27,5,6,119
 ,81, ,27,5,4,81
 ,99, ,27,6,11,99
 ,124, ,26,5,6,124
 ,102, ,28,5,5,102
 ,107, ,28,6,6,107
 ,101, ,27,5,7,101
 ,91, ,27,3,10,91
 ,124, , , , ,124
 ,99, ,27,5,7,99
 ,113, ,27,6,7,113
 ,132, ,27,6,6,132
 ,86, , , , ,86
 ,84, ,27,5,6,84
 ,105, ,27,6,5,105
 ,60, ,27,24,7,60
 ,84, ,27,31,4,84
 ,69, ,27,6,5,69
 ,90, ,27,5,6,90
 ,104, ,29,5,1,104
 ,55, ,26,6,7,55
 ,74, ,27,5,6,74
 ,100, ,27,6,10,100
 ,121, ,27,7,11,121
 ,92, ,27,7,9,92
 ,93, ,27,6,8,93
 ,79, ,26,6,8,79
 ,76, ,27,7,6,76
 ,73, ,27,6,10,73
 ,122, ,27,6,9,122
 ,125, ,37,12,9,125
 ,105, ,35,5,5,105
 ,116, , , , ,116
 ,251, ,35,6,8,251
 ,190, ,32,5,6,190
 ,182, ,32,6,10,182
 ,151, ,30,5,5,151
 ,135, ,30,6,6,135
 ,99, ,29,5,4,99
 ,76, ,29,5,4,76
 ,87, ,29,6,3,87
 ,95, ,29,6,8,95
 ,105, ,28,5,6,105
 ,94, ,29,5,7,94
 ,98, ,28,10,7,98
 ,63, ,26,6,12,63
 ,55, , , , ,55
 ,89, ,27,5,7,89
 ,120,9,15,5,8,120
 ,157,10,32,8,8,157
 ,148,9,30,7,8,148
 ,136,10,29,8,10,136
 ,164,4,28,9,17,164
 ,178, , , , ,178
 ,154,12,32,7,12,154
 ,181,13,33,7,10,181
 ,170,12,32,8,13,170
 ,232,7,30,6,14,232
 ,200,1,29,6,14,200
 ,176, , , , ,176
 ,67,13,29,7,12,67
 ,201,12,29,7,13,201
 ,186,8,31,8,12,186
 ,221,6,30,6,12,221
 ,201,12,29,7,13,201
 ,246,7,29,6,14,246
 ,203, , , , ,203
 ,135,13,32,8,12,135
 ,164,11,31,6,11,164
 ,132,11,30,6,8,132
 ,153,11,30,6,5,153
 ,147,10,28,6,12,147
 ,179,10,28,6,13,179
 ,174,12,30,6,10,174
 ,149,12,30,7,10,149
 ,167,52,31,7,12,167
 ,213,40,30,5,14,213
 ,218,9,31,8,14,218
 ,223,13,31,6,14,223
 ,217,12,31,6,13,217
 ,169,11,32,7,11,169
 ,147,10,29,7,14,147
 ,178,10,30,7,9,178
 ,142,11,31,6,9,142
 ,154,11,29,10,8,154
 ,134, ,30,6,8,134
 ,111,15,29,7,10,111
 ,119,9,29,5,7,119
 ,109,1,29,6,10,109
 ,132,10,33,6,5,132
 ,107,11,29,6,10,107
 ,135,12,31,6,11,135
 ,145,10,29,7,10,145
 ,200,12,31,7,8,200
 ,211, , , , ,211
 ,154,6,32,39,6,154
 ,169,146,30,7,11,169
 ,203,83,32,8,7,203
 ,173, ,29,2,10,173
 ,215, ,30,4,5,215
 ,158, ,30,7,4,158
 ,146, ,31,9,8,146
 ,155, ,30,8,6,155
 ,139, ,28,8,11,139
 ,169, ,27,10,7,169
 ,169, ,28,29,10,169
 ,290, ,28,7,10,290
 ,197, ,30,6,7,197
 ,129, ,28,6,5,129
 ,123, ,28,6,9,123
 ,133, ,28,6,8,133
 ,162, ,25,6,8,162
 ,169, ,27,7,10,169
 ,176, ,26,7,12,176
 ,194, ,28,6,9,194
 ,171, ,27,6,6,171
 ,188, ,27,7,9,188
 ,258, ,28,10,5,258
 ,142, ,29,10,7,142
 ,141, ,23,6,12,141
 ,184, , , , ,184
 ,176, ,24,7,12,176
 ,177, ,28,9,6,177
 ,194, , , , ,194
 ,126, ,26,8,19,126
 ,189, ,30,7,9,189
 ,155, ,28,8,6,155
 ,127, ,28,6,3,127
 ,107, ,28,5,3,107
 ,85, ,28,5,5,85
 ,67,6,14,7,4,67
 ,70,6,11,7,4,70
 ,44,8,11,8,5,44
 ,55,9,11,8,4,55
 ,71,10,10,7,10,71
 ,73,6,8,8,13,73
 ,97,8,10,6,3,97
 ,48,3,11,6,3,48
 ,74,4,5,30,7,74
 ,57,6,8,4,8,57
 ,47,5,15,4,5,47
 ,66,7,16,6,6,66
 ,24, , , , ,24
 ,65,13,15,5,19,65
 ,45,17,13,6,9,45
 ,28,12,15,8,5,28
 ,34,6,13,10,4,34
 ,11,5,12,8,3,12
 ,13,6,14,5,3,14
 ,9,6,15,6,4,15
 ,19,8,14,7,5,19
 ,33,10,13,7,5,33
 ,42,8,13,6,6,42
 ,32,10,16,6,3,32
 ,30,9,13,6,12,30
 ,35,13,14,5,4,35
 ,42,10,15,5,4,42
 ,29,2,13,5,4,29
 ,20, , , , ,20
 ,71,7, ,5,173,173
 ,72,16, ,5, ,72
 ,72,21, ,5, ,72
 ,78,2, ,5, ,78
 ,64,8, ,5, ,64
 ,97,10, ,6, ,97
 ,85,12, ,5, ,85
 ,103,11, ,5, ,103
 ,113,8,4,5, ,113
 ,101,9,6,5, ,101
 ,107,8,6,6, ,107
 ,103,10,5,5, ,103
 ,96,6,5,4, ,96
 ,84,4,8,4, ,84
 ,78,2,7,5, ,78
 ,49,3,6,5, ,49
 ,47,3,6,5, ,47
 ,69,6,7,5, ,69
 ,100,9,6,5, ,100
 ,122,9,6,5, ,122
 ,117,9,7,5, ,117
 ,122,11,7,4, ,122
 ,133,10,6,5, ,133
 ,143,10,6,5, ,143
 ,146,1,1,5, ,146
 ,216,10,8,13, ,216
 ,213,8,5,5, ,213
 ,166,10,6,4, ,166
 ,146,10,6,4, ,146
 ,159,10,7,3, ,159
 ,162,9,6,3, ,162
 ,144,8,7,4, ,144
 ,168,9,7,5, ,168
 ,143,10,7,5, ,143
 ,170,9,5,4, ,170
 ,161,10,7,4, ,161
 ,161,6,6,4, ,161
 ,158,4,7,4, ,158
 ,91,1,5,5, ,91
 ,52,6,6,5, ,52
 ,89,6,5,5, ,89
 ,138,8,4,6, ,138
 ,145,10,7,5, ,145
 ,141,7,5,39, ,141
 ,149,36,6,4, ,149
 ,133,12,10,4, ,133
 ,103,7,11,5, ,103
 ,123,10,9,5, ,123
 ,168,9,9,5, ,168
 ,156,8,5,4, ,156
 ,137,10,6,4,7,137
 ,247,2,6,5,11,247
 ,203, , , , ,203
 ,145,9,11,5,8,145
 ,136,11,8,6,7,136
 ,142,11,8,5,11,142
 ,168,10,8,5,8,168
 ,151, , ,5,10,151
 ,200,11,8,5,9,200
 ,77,13,21,6,8,77
 ,83,3,17,6,6,83
 ,145, ,25,6,4,145
 ,76,6,18,25,3,76
 ,76,13,24,20,7,76
 ,98,14,20,7,5,98
 ,122,13,19,6,3,122
 ,67,12,23,8,5,67
 ,84,11,18,8,3,84
 ,73,11,22,6,5,73
 ,60,10,21,6,5,60
 ,53,11,18,6,5,53
 ,47,13,22,6,4,47
 ,60,13,17,7,3,60
 ,52,16,18,6,3,52
 ,32,12,18,7,3,32
 ,41,16,18,6,3,41
 ,27,24,19,5,6,27
 ,42,31,22,3,4,42
 ,71,33,20,5,3,71
 ,50,33,19,5,3,50
 ,47,97,24,7,3,97
 ,70,4,17,11,2,70
 ,42,16,22,5,5,42
 ,62,12,20,4,6,62
 ,80,1,20,1,9,80
 ,127, , , , ,127
 ,88,23,21,4,6,88
 ,97,17,20,5,6,97
 ,96,13,19,7,6,96
 ,84,13,17,5,4,84
 ,60,12,16,5,5,60
 ,52,16,19,4,10,52
 ,69,12,19,4,7,69
 ,91,11,17,6,6,91
 ,75,14,14,6,3,75
 ,67,17,16,7,3,67
 ,78,12,18,4,4,78
 ,95,6,17,7,5,95
 ,191,9,18,5,7,191
 ,100,9,17,5,5,100
 ,107,11,17,5,6,107
 ,74,13,16,5,4,74
 ,68,14,15,5,5,68
 ,86,9,14,5,3,86
 ,46,10,14,5,3,46
 ,25,11,15,6,5,25
 ,48,10,16,5,7,48
 ,79,11,15,5,6,79
 ,97, ,14,4,9,97
 ,104, , , , ,104
 ,32,9,13,5,2,32
 ,19,8,12,5,5,19
 ,42,11,11,5,7,42
 ,63,9,11,4,7,63
 ,78,8,10,3,7,78
 ,117,6,8,3,5,117
 ,67,12,11,6,5,67
 ,81,6,11,5,5,81
 ,106,10,13,16,8,106
 ,79,2,4,8,6,79
 ,146, , , , ,146
 ,112,13,10,9,5,112
 ,101,13,10,6,7,101
 ,106,8,12,7,8,106
 ,130,14,7,8,6,130
 ,112,15,9,7,5,112
 ,96,7,11,6,3,96
 ,29,6,11,6,3,29
 ,28,2,12,6,4,28
 ,53,8,8,5,4,53
 ,66,5,10,5,2,66
 ,61, , , , ,61
 ,103,16,12,6,6,103
 ,101,7,10,5,7,101
 ,102,15, ,7,10,102
 ,133,13, ,6,6,133
 ,81,2, ,6,5,81
 ,78,8, ,9,4,78
 ,95, , , , ,95
 ,78,13,15,6,2,78
 ,72,12,17,5,3,72
 ,81,3,18, ,9,81
 ,92, , , , ,92
 ,154,22,31,11,7,154
 ,122,25,23,10,5,122
 ,121,19,22,6,5,121
 ,94,18,15,8,3,94
 ,87,19,16,8,2,87
 ,87,15,15,7,3,87
 ,72,20,19,7,16,72
 ,73,14,15,6,4,73
 ,82,18,19,6,13,82
 ,90,17,16,6,5,90
 ,77,19,21,6,5,77
 ,86,15,14,5,3,86
 ,80,14,17,7,3,80
 ,63, , , , ,63
 ,127,24,26,10,8,127
 ,138,21,22,4,27,138
 ,110,4,21,3,9,110
 ,96, , , , ,96
 ,71,19,24,5,16,71
 ,107,28,34,6,9,107
 ,113,22,24,9,5,113
 ,108,23,28,2,6,108
 ,99,29,22,8,5,99
 ,102,25,25,5,5,102
 ,89,23,22,6,5,89
 ,66,25,25,6,5,66
 ,74,20,20,8,4,74
 ,118,20,22,12,4,118
 ,80,19,21,11,7,80
 ,100,31,21,8,4,100
 ,113,22,20,4,5,113
 ,93,22,21,7,4,93
 ,81,20,18,5,5,81
 ,71,18,20,7,7,71
 ,122,35,24,9,6,122
 ,132,28,23,7,5,132
 ,118,29,23,9,5,118
 ,108,28,22,9,6,108
 ,117,17,21,10,8,117
 ,120,14,21,9,4,120
 ,115,23,20,8,6,115
 ,111,16,17,13,6,111
 ,74,20,17,10,5,74
 ,64,19,19,9,6,64
 ,76,24,18,5,5,76
 ,58,12,15,3,4,58
 ,52,20,27,6,9,52
 ,77,27,22,13,6,77
 ,89,28,21,4,6,89
 ,71,8,23, ,9,71
 ,93, , , , ,93
 ,109,27,19,11,4,109
 ,86,26,19,11,6,86
 ,107,19,20,9,4,107
 ,93,22,19,9,5,93
 ,97,4,15,5,3,97
 ,77, , , , ,77
 ,62,28,20,15,5,62
 ,95,29,19,6,8,95
 ,88,19,18,5,5,88
 ,74,18,17,5,6,74
 ,77,15,21,5,8,77
 ,111, , , , ,111
 ,86,13,20,9,5,86
 ,74,19,23,8,5,74
 ,83,26,21,6,5,83
 ,110,19,21,6,6,110
 ,99,20,20,7,3,99
 ,74,16,20,6,4,74
 ,46,14,16,6,3,46
 ,46,11,19,6,3,46
 ,46,10,20,6,5,46
 ,48,10,19,6,6,48
 ,52,21,26,6,9,52
 ,78, , , , ,78
 ,181, , , , ,181
 ,74,14, ,7, ,74
 ,189, , , , ,189
 ,98,37,23,7,6,98
 ,141,37,23,7,7,141
 ,163,28,29,8,11,163
 ,218,28,38,15,16,218
 ,308,33,8,6,8,308
 ,193,43,15,5,9,193
 ,169,36,21,7,13,169
 ,186,36,17,5,6,186
 ,120, , , , ,120
 ,143,40,27,8,10,143
 ,192,6,20,7,1,192
 ,169, , , , ,169
 ,197,33,24,7,12,197
 ,169,16,29,9,9,169
 ,181,14,30,8,15,181
 ,193,17,36,7,19,193
 ,219,17,43,12,37,219
 ,280,16,30,9,14,280
 ,228,15,38,9,10,228
 ,177,18,42,11,9,177
 ,146,21,40,9,9,146
 ,226,20,23,6,3,226
 ,131,20,30,6,10,131
 ,168,18,38,13,11,168
 ,277,22,49,6,6,277
 ,211,20, ,11,6,211
 ,180,19,47,34,10,180
 ,157,22,20,7,4,157
 ,152,18,31,6,5,152
 ,182,18,31,9,9,182
 ,206,15, ,10,8,206
 ,258,19, ,9,3,258
 ,211,19, ,9,7,211
 ,155,18, ,6,1,155
 ,135,23, ,9,5,135
 ,166,20, ,8,8,166
 ,180,14, ,10,10,180
 ,240,22,141,9,5,240
 ,192,15,42,10,23,192
 ,235,16,32,10,24,235
 ,324,17,29,14,4,324
 ,193,19,31,13,10,193
 ,198,21,22,8,5,198
 ,136,21,22,9,4,136
 ,143,23,25,10,6,143
 ,152,25,24,8,5,152
 ,152,12,22,9,6,152
 ,210,14,20,9,6,210
 ,130,13,18,5,8,130
 ,108,18,19,8,4,108
 ,133,18,16,7,3,133
 ,92,23,21,10,5,92
 ,82,22,23,9,7,82
 ,124,22,15,9,4,124
 ,104,25,18,9,9,104
 ,125,10,12,8,4,125
 ,110, , , , ,110
 ,104,23,18,8,5,104
 ,116,23,24,8,8,116
 ,106,15,20,15,24,106
 ,28,39,25,21,11,39
 ,64,6,10,4,5,64
 ,34,12,10,5,5,34
 ,26,52,16,16,6,52
 ,50,40,15,10,7,50
 ,35,13,13,7,13,35
 ,35,11,23,15,12,35
 ,38,13,22,16,10,38
 ,39,12,23,16,11,39
 ,44,11,23,15,11,44
 ,46,13,22,17,10,46
 ,48,12,23,17,14,48
 ,50,12,21,16,12,50
 ,49,12,22,16,9,49
 ,44,9,20,14,6,44
 ,25,10,16,12,10,25
 ,15,50,22,22,9,50
 ,31,48,24,21,8,48
 ,43,25,16,13,7,43
 ,31,25,19,14,8,31
 ,28,10,20,15,9,28
 ,25,10,20,14,9,25
 ,19,24,24,16,17,24
 ,35,43,24,26,12,43
 ,39,43,20,15,7,43
 ,54,43,19,15,12,54
 ,76,42,20,16,16,76
 ,67, , , , ,67
 ,50,20,19,15,10,50
 ,58,324,153,272,145,324
 ,501,3,20,11,10,501
 ,51,40,36,40,35,51
 ,112,5,20,14,15,112
 ,66,25,35,37,35,66
 ,106,4,20,13,15,106
 ,63,2,21,14,20,63
 ,53,3,20,15,16,53
 ,58,125,56,86,79,125
 ,178,25,30,36,39,178
 ,135,38,38,42,39,135
 ,158,31,23,17,14,158
 ,116,3,17,10,12,116
 ,204,42,151,25,38,204
 ,252,4,9,5,10,252
 ,126,2,9,5,12,126
 ,97,43,21,23,29,97
 ,180,42,21,22,26,180
 ,176,2,9,4,11,176
 ,165,32,14,10,14,165
 ,170,31,32,11,14,170
 ,168,69,24,10,8,168
 ,165,60,28,23,31,165
 ,170,59,49,14,29,170
 ,167,22,48,5,10,167
 ,157,22,1,7,8,157
 ,148,26,1,7,12,148
 ,179,20, ,5,8,179
 ,171,21, ,5,14,171
 ,174,20, ,5,20,174
 ,197,21, ,7,18,197
 ,201,23, ,6,11,201
 ,193, , , , ,193
 ,210,21, ,8,49,210
 ,205,2, ,7,38,205
 ,197,19, ,5,8,197
 ,241,44,130,11,7,241
 ,248, , , , ,248
 ,286,90,27,27,39,286
 ,207,31,36,28,19,207
 ,199, , , , ,199
 , ,3, ,78,7,78
 , ,9,32,7,10,32
 , ,11,32,5,5,32
 , ,6,29,9,15,29
 , ,9,31,41,8,41
 , ,2,9,6,11,11
 , ,5,16,5, ,16
 , ,13,11,5,7,13
 , ,8,16,7,4,16
 , ,16,23,4,5,23
 , ,9,7,5, ,9
 , ,5,15,6,4,15
 , ,12,14,10,4,14
 , ,9,10,5,8,10
 , ,21,15,5,7,21
 , ,8,11,9,6,11
 , ,19,24,20,10,24
 , ,22,24,5,12,24
 , ,86,18,10,6,86
 , ,16,17,18,7,18
 , ,37,22,7,9,37
 , ,58,23,18,10,58
 , ,5, ,4,1,5
 , ,41,16,6,3,41
 , ,31,18,7,15,31
 , ,38,37,15,20,38
 , ,24,20,9,5,24
 , ,13,21,8,5,21
 , ,21,13,10,11,21
 , ,21,16,11,3,21
 , ,11,10,5,9,11
 , ,4,22,16,13,22
 , ,9, ,6,44,44
 , ,7,28,7,10,28
 , , ,32,33, ,33
 , , ,13, ,8,13
 , , ,13,8,11,13
 , , ,14,8,8,14
 , , ,13,9,6,13
 , , ,13,7,8,13
 , , ,13,6,6,13
 , , ,13,5,6,13
 , , ,14,6,7,14
 , , ,13,7,9,13
 , , ,13,7,8,13
 , , ,13, ,5,13
 , , ,13, ,7,13
 , , ,13, ,8,13
 , , ,13, ,4,13
 , , ,13, ,6,13
 , , ,13, ,7,13
 , , ,20,13,6,20
 , , ,29,5,5,29
 , , ,26,5,6,26
 , , ,27,6,3,27
 , , ,36,7,15,36
 , , ,25,5,10,25
 , , ,23,7,10,23
 , , ,24,6,9,24
 , , , ,7, ,7
 , , , ,7, ,7
 , , , ,7, ,7
 , , , ,7, ,7
 , , , ,7, ,7
 , , , ,8, ,8
 , , , ,10, ,10
 , , , ,7, ,7
 , , , ,6, ,6
 , , , ,6, ,6
 , , , ,8, ,8
 , , , ,6, ,6
 , , , ,6, ,6
 , , , ,7, ,7
 , , , ,8, ,8
 , , , ,8, ,8
 , , , ,7, ,7
 , , , ,8, ,8
 , , , ,8, ,8
 , , , ,8, ,8
 , , , ,7, ,7
 , , , ,7, ,7
 , , , ,11,7,11
 , , , ,7, ,7
 , , , ,7, ,7
 , , , ,6, ,6
 , , , ,5,4,5
 , , , ,8,3,8
 , , , ,3,4,4
 , , , ,3,4,4
 , , , ,11,3,11
 , , , ,10,10,10
 , , , ,4,5,5
 , , , ,6,12,12
 , , , ,3,6,6
 , , , ,4,8,8
 , , , ,2,9,9
 , , , ,4,11,11
 , , , ,5,10,10
 , , , ,6,7,7
 , , , ,6,8,8
 , , , ,6,9,9
 , , , ,7,8,8
 , , , ,5,9,9
 , , , ,5,8,8
 , , , ,5,4,5
 , , , ,5,8,8
 , , , ,7,6,7
 , , , ,8,7,8
 , , , ,5,9,9
 , , , ,5,5,5
 , , , ,3,6,6
 , , , ,4,8,8
 , , , ,5,7,7
 , , , ,5,7,7
 , , , ,5,11,11
 , , , ,7,9,9
 , , , ,11,11,11
 , , , ,4,7,7
 , , , ,5,6,6
 , , , ,6,6,6
 , , , ,6,5,6
 , , , ,6,7,7
 , , , ,5,8,8
 , , , ,5,8,8
 , , , ,4,9,9
 , , , ,5,9,9
 , , , ,5,6,6
 , , , ,3,6,6
 , , , ,5,8,8
 , , , ,5,9,9
 , , , ,6,8,8
 , , , ,6,6,6
 , , , ,6,4,6
 , , , ,7,9,9
 , , , ,6,7,7
 , , , ,7,11,11
 , , , ,8,7,8
 , , , ,5,7,7
 , , , ,5,7,7
 , , , ,6,7,7
 , , , ,6,7,7
 , , , ,6,8,8
 , , , ,7,6,7
 , , , ,4,7,7
 , , , ,5,7,7
 , , , ,18,7,18
